Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,No,Travel_Rarely,683,Sales,29,4,Marketing,1,1438,3,Male,53,4,4,Human Resources,2,Single,14055,3825,1,Y,No,15,4,1,80,3,18,2,1,15,9,8,9
31,No,Travel_Frequently,448,Sales,8,3,Medical,1,1439,2,Male,88,1,2,Manager,3,Married,5075,6239,1,Y,No,12,3,4,80,0,8,5,3,3,1,0,1
59,No,Travel_Rarely,869,Research & Development,4,3,Life Sciences,1,1440,3,Male,77,2,5,Sales Executive,3,Divorced,18687,25282,3,Y,No,14,3,1,80,0,18,3,4,15,9,7,7
51,No,Travel_Rarely,1350,Sales,19,3,Medical,1,1441,2,Male,36,2,5,Human Resources,1,Married,19999,26090,1,Y,No,13,3,3,80,3,16,4,2,8,3,3,4
40,No,Non-Travel,279,Research & Development,13,1,Human Resources,1,1442,1,Female,94,2,3,Laboratory Technician,1,Single,7623,10253,0,Y,No,13,3,1,80,1,10,3,1,10,5,1,3
58,No,Travel_Frequently,344,Research & Development,18,3,Medical,1,1443,3,Female,81,4,5,Research Scientist,2,Single,19999,19800,2,Y,No,17,3,4,80,1,25,3,4,9,6,4,6
36,No,Travel_Frequently,1001,Research & Development,12,5,Life Sciences,1,1444,3,Male,78,2,2,Healthcare Representative,2,Single,7229,10087,1,Y,No,24,3,1,80,3,13,4,2,4,3,1,2
24,No,Travel_Rarely,1036,Sales,10,2,Medical,1,1445,1,Male,34,1,2,Manager,1,Single,4790,26098,0,Y,No,16,3,2,80,2,4,1,2,0,0,0,0
19,No,Travel_Rarely,1098,Research & Development,6,1,Life Sciences,1,1446,3,Male,100,3,1,Research Scientist,4,Single,4450,5572,2,Y,No,25,3,3,80,2,0,3,4,0,0,0,0
58,No,Travel_Rarely,1356,Research & Development,16,3,Medical,1,1447,1,Female,98,3,4,Research Scientist,3,Divorced,15258,4346,6,Y,No,24,3,1,80,0,25,2,1,9,7,1,7
59,No,Travel_Rarely,1167,Research & Development,4,2,Medical,1,1448,2,Male,91,2,5,Sales Executive,1,Single,19999,10834,4,Y,No,13,3,3,80,1,20,0,1,5,2,1,2
49,Yes,Travel_Rarely,1236,Research & Development,20,4,Life Sciences,1,1449,1,Male,53,2,4,Manufacturing Director,4,Married,13237,6530,4,Y,Yes,20,3,2,80,2,15,5,1,14,8,5,6
22,No,Travel_Frequently,269,Sales,19,5,Life Sciences,1,1450,3,Male,35,4,1,Human Resources,2,Married,2857,19307,3,Y,No,22,4,2,80,0,9,4,2,7,4,3,5
30,No,Travel_Rarely,600,Research & Development,16,5,Human Resources,1,1451,4,Male,82,2,3,Laboratory Technician,4,Divorced,8355,24932,0,Y,No,21,3,2,80,2,5,0,4,0,0,0,0
19,No,Travel_Rarely,1087,Human Resources,28,2,Life Sciences,1,1452,4,Male,65,3,2,Human Resources,1,Divorced,8009,25936,0,Y,Yes,14,3,4,80,3,1,0,3,1,1,0,1
20,No,Travel_Rarely,1247,Research & Development,9,5,Marketing,1,1453,1,Male,47,4,1,Sales Executive,1,Married,2988,26558,0,Y,No,21,3,2,80,1,2,6,4,2,2,1,1
28,Yes,Travel_Rarely,613,Research & Development,9,1,Medical,1,1454,1,Male,49,2,1,Sales Representative,1,Single,2780,6890,0,Y,No,18,3,4,80,3,1,5,2,0,0,0,0
42,No,Travel_Rarely,914,Research & Development,9,2,Medical,1,1455,4,Male,77,3,3,Human Resources,2,Married,7122,3381,2,Y,Yes,14,4,1,80,3,13,5,2,9,5,4,5
20,No,Travel_Frequently,397,Research & Development,14,2,Life Sciences,1,1456,3,Male,92,2,3,Manager,4,Single,7334,6517,0,Y,No,13,3,3,80,2,0,4,2,0,0,0,0
60,No,Travel_Rarely,1311,Sales,11,5,Life Sciences,1,1457,2,Male,71,3,4,Sales Executive,3,Single,13179,20981,2,Y,No,16,3,2,80,1,18,5,1,15,9,3,10
37,No,Travel_Frequently,834,Research & Development,8,4,Life Sciences,1,1458,4,Female,96,3,3,Research Scientist,1,Single,8934,5556,3,Y,Yes,15,3,3,80,0,8,4,3,8,2,2,1
29,No,Travel_Rarely,235,Sales,9,2,Medical,1,1459,1,Female,70,4,2,Sales Executive,2,Divorced,3791,19123,0,Y,Yes,19,3,4,80,2,4,0,2,4,2,2,1
40,No,Travel_Rarely,902,Research & Development,15,1,Other,1,1460,1,Male,70,2,3,Healthcare Representative,2,Single,7701,16389,0,Y,No,17,4,3,80,2,8,3,4,4,2,2,1
51,No,Travel_Rarely,471,Research & Development,26,4,Technical Degree,1,1461,2,Male,55,1,3,Human Resources,3,Married,6267,21769,4,Y,No,12,4,2,80,2,17,2,3,15,10,8,3
31,No,Travel_Frequently,740,Research & Development,7,4,Life Sciences,1,1462,2,Male,34,2,2,Research Scientist,4,Married,7182,5006,2,Y,No,21,3,1,80,1,7,1,4,6,4,2,1
20,Yes,Travel_Rarely,586,Research & Development,1,5,Life Sciences,1,1463,1,Female,48,3,1,Sales Executive,1,Married,3128,13030,1,Y,No,11,3,4,80,0,3,6,1,1,1,0,0
20,No,Travel_Rarely,1276,Human Resources,19,3,Life Sciences,1,1464,3,Male,54,2,1,Research Scientist,1,Single,3372,4288,1,Y,No,18,3,2,80,3,11,4,1,11,4,3,3
54,No,Travel_Rarely,1284,Sales,5,1,Other,1,1465,2,Female,74,4,5,Manufacturing Director,3,Divorced,17692,2648,1,Y,No,11,3,1,80,3,17,6,2,13,11,6,3
22,Yes,Travel_Frequently,319,Sales,26,2,Life Sciences,1,1466,3,Male,43,3,1,Manufacturing Director,1,Married,4394,20621,1,Y,No,23,3,2,80,3,5,0,3,0,0,0,0
45,No,Travel_Rarely,554,Sales,21,4,Life Sciences,1,1467,3,Male,66,4,3,Research Scientist,3,Married,10304,15849,7,Y,No,15,3,1,80,0,16,6,3,7,6,4,5
34,Yes,Travel_Frequently,670,Research & Development,22,2,Medical,1,1468,4,Male,67,3,3,Manager,2,Married,8580,21848,0,Y,No,12,4,3,80,3,8,4,3,7,5,4,2
51,No,Non-Travel,1296,Human Resources,12,1,Medical,1,1469,4,Male,66,2,4,Sales Executive,2,Divorced,13425,4049,2,Y,No,14,4,4,80,3,17,3,4,10,4,2,7
20,No,Travel_Frequently,475,Sales,25,5,Life Sciences,1,1470,3,Female,99,4,1,Healthcare Representative,1,Married,3663,9928,0,Y,No,19,3,2,80,1,2,1,2,0,0,0,0
56,No,Travel_Rarely,1081,Research & Development,16,3,Medical,1,1471,2,Male,43,1,5,Laboratory Technician,4,Married,19882,5502,0,Y,Yes,22,3,3,80,2,19,4,2,5,3,2,1
48,No,Travel_Rarely,170,Sales,15,2,Life Sciences,1,1472,3,Male,54,2,3,Sales Executive,1,Married,9544,16575,2,Y,No,12,4,4,80,0,13,4,2,5,4,1,2
37,No,Non-Travel,1442,Research & Development,13,3,Life Sciences,1,1473,2,Male,56,4,4,Healthcare Representative,1,Single,14797,16098,1,Y,Yes,15,3,4,80,2,8,4,2,4,1,0,2
26,No,Travel_Rarely,575,Sales,17,4,Life Sciences,1,1474,2,Male,82,4,2,Healthcare Representative,3,Single,6657,20582,0,Y,Yes,12,3,1,80,3,5,1,3,4,1,2,2
60,No,Travel_Rarely,477,Research & Development,3,1,Life Sciences,1,1475,2,Female,76,2,5,Laboratory Technician,1,Single,18169,4321,2,Y,No,14,3,1,80,0,13,4,4,6,2,1,4
30,No,Travel_Rarely,1105,Research & Development,8,3,Other,1,1476,1,Female,89,3,2,Sales Representative,1,Single,6594,3313,0,Y,Yes,15,3,2,80,2,12,0,2,3,2,0,1
39,Yes,Travel_Frequently,956,Research & Development,8,2,Medical,1,1477,1,Female,67,2,2,Laboratory Technician,1,Single,4955,23382,5,Y,No,19,3,2,80,1,19,0,2,13,6,4,4
34,No,Travel_Rarely,832,Sales,11,1,Marketing,1,1478,3,Female,88,3,1,Research Scientist,3,Divorced,1009,17901,0,Y,No,12,3,1,80,0,9,3,4,3,2,0,2
27,Yes,Travel_Rarely,1402,Research & Development,5,1,Life Sciences,1,1479,1,Female,31,2,1,Human Resources,4,Divorced,2444,5039,0,Y,No,20,3,1,80,0,8,0,2,1,0,0,0
35,No,Travel_Rarely,686,Human Resources,7,3,Medical,1,1480,1,Male,40,3,3,Human Resources,4,Divorced,7835,9221,2,Y,No,22,3,4,80,3,13,4,1,3,1,1,2
24,No,Travel_Frequently,855,Research & Development,4,3,Other,1,1481,3,Male,73,3,1,Sales Executive,4,Married,3289,12278,0,Y,No,25,3,1,80,0,0,3,2,0,0,0,0
18,No,Travel_Rarely,765,Research & Development,7,3,Life Sciences,1,1482,4,Female,46,4,1,Human Resources,1,Married,4006,12283,1,Y,No,18,3,2,80,0,5,1,1,2,1,1,1
30,No,Travel_Frequently,343,Research & Development,6,4,Other,1,1483,1,Female,50,1,1,Sales Representative,1,Single,3231,20354,0,Y,No,18,3,1,80,3,5,1,2,5,2,1,2
22,No,Travel_Frequently,538,Sales,7,3,Medical,1,1484,1,Female,45,3,1,Sales Executive,1,Married,5410,10965,1,Y,Yes,20,3,3,80,2,11,3,4,4,3,2,2
35,Yes,Non-Travel,944,Research & Development,21,3,Marketing,1,1485,2,Male,39,1,2,Laboratory Technician,1,Single,4870,16957,1,Y,No,25,4,3,80,1,8,4,4,4,4,1,2
55,No,Travel_Frequently,272,Sales,11,5,Life Sciences,1,1486,1,Female,51,1,4,Sales Executive,1,Married,11615,19984,3,Y,Yes,11,3,3,80,2,21,5,4,11,4,5,9
24,Yes,Travel_Rarely,1122,Research & Development,10,4,Medical,1,1487,4,Male,95,3,2,Manufacturing Director,3,Divorced,5834,4622,0,Y,No,13,3,2,80,1,4,4,2,1,0,0,0
18,No,Travel_Rarely,926,Sales,28,5,Medical,1,1488,4,Male,33,2,2,Human Resources,1,Divorced,4846,13768,0,Y,No,14,3,1,80,0,9,3,2,5,4,2,4
22,No,Travel_Rarely,1009,Sales,15,2,Other,1,1489,1,Female,100,3,3,Research Scientist,1,Single,7197,8442,1,Y,No,13,3,2,80,1,2,4,4,1,0,0,0
39,No,Non-Travel,1241,Research & Development,16,4,Technical Degree,1,1490,1,Male,68,4,2,Laboratory Technician,2,Married,5143,21023,2,Y,No,18,3,4,80,3,15,4,4,6,4,2,1
29,Yes,Travel_Rarely,777,Research & Development,13,4,Life Sciences,1,1491,3,Male,84,1,1,Research Scientist,4,Single,2060,5363,2,Y,Yes,11,4,1,80,2,9,2,1,3,2,0,2
39,No,Travel_Rarely,1204,Research & Development,22,3,Human Resources,1,1492,2,Male,82,2,3,Manufacturing Director,2,Single,7678,9939,1,Y,No,12,4,4,80,1,12,1,4,6,5,2,5
19,No,Travel_Frequently,1148,Human Resources,24,1,Technical Degree,1,1493,3,Female,34,1,1,Sales Representative,2,Single,4827,17537,1,Y,No,21,3,4,80,3,3,3,1,3,1,1,1
32,No,Travel_Rarely,427,Sales,15,3,Medical,1,1494,4,Male,48,4,3,Sales Executive,1,Single,8649,15574,1,Y,No,13,3,3,80,2,5,0,2,3,3,1,2
35,No,Travel_Frequently,480,Sales,21,5,Life Sciences,1,1495,2,Male,91,4,3,Manufacturing Director,3,Married,8182,3072,0,Y,No,15,3,4,80,0,0,1,3,0,0,0,0
36,No,Travel_Rarely,708,Research & Development,17,4,Life Sciences,1,1496,4,Male,75,4,4,Research Scientist,2,Married,15917,24682,1,Y,No,11,3,2,80,3,13,1,3,4,1,1,3
41,No,Travel_Rarely,235,Research & Development,15,1,Life Sciences,1,1497,2,Male,56,4,4,Manager,4,Single,13645,4017,3,Y,Yes,22,3,3,80,0,10,3,4,6,3,2,4
51,No,Travel_Rarely,873,Research & Development,9,2,Life Sciences,1,1498,1,Female,68,2,5,Manager,1,Divorced,17524,13004,2,Y,No,24,3,3,80,3,20,6,3,19,9,7,12
38,No,Travel_Rarely,1376,Research & Development,7,3,Other,1,1499,4,Male,60,2,3,Manager,4,Married,6908,3596,4,Y,No,21,3,3,80,0,12,6,2,8,3,3,5
54,No,Travel_Rarely,1223,Research & Development,3,5,Life Sciences,1,1500,2,Male,37,4,4,Research Scientist,3,Married,13904,16446,2,Y,No,17,3,3,80,1,22,0,2,8,7,2,4
40,No,Non-Travel,1120,Sales,29,3,Medical,1,1501,1,Female,96,3,3,Manufacturing Director,2,Married,6529,10929,0,Y,No,16,3,1,80,0,14,5,3,8,3,2,7
29,No,Travel_Rarely,376,Research & Development,22,5,Medical,1,1502,3,Male,47,2,1,Healthcare Representative,2,Married,1593,18792,1,Y,No,11,3,4,80,2,0,1,4,0,0,0,0
27,No,Travel_Rarely,1221,Research & Development,9,4,Medical,1,1503,3,Male,91,1,3,Manager,4,Married,8042,17713,0,Y,No,14,3,3,80,1,8,6,4,8,2,3,3
31,No,Travel_Frequently,286,Research & Development,3,2,Life Sciences,1,1504,2,Male,47,1,3,Manufacturing Director,3,Married,9858,24815,1,Y,No,17,4,1,80,2,6,1,4,6,4,3,5
43,No,Travel_Frequently,676,Sales,17,1,Medical,1,1505,1,Female,72,1,3,Research Director,1,Divorced,10050,3221,3,Y,No,11,3,3,80,0,17,0,3,5,4,1,3
28,No,Travel_Rarely,1403,Research & Development,9,5,Medical,1,1506,1,Female,64,3,3,Research Scientist,3,Single,9292,17936,1,Y,No,24,3,4,80,3,8,5,2,2,1,0,1
57,No,Non-Travel,1164,Research & Development,22,3,Medical,1,1507,4,Male,92,2,4,Sales Executive,3,Married,13995,10567,2,Y,No,20,3,1,80,1,21,5,4,9,6,4,6
38,Yes,Travel_Rarely,305,Sales,5,5,Life Sciences,1,1508,1,Male,74,4,2,Human Resources,2,Single,4816,17345,1,Y,Yes,13,3,4,80,1,10,2,1,10,2,4,4
55,No,Travel_Rarely,831,Research & Development,8,5,Marketing,1,1509,2,Male,72,4,5,Sales Executive,3,Divorced,19466,26047,5,Y,No,24,3,2,80,0,15,3,4,7,5,0,3
47,No,Travel_Rarely,1483,Research & Development,10,3,Life Sciences,1,1510,4,Male,51,2,3,Human Resources,3,Single,10638,22852,5,Y,Yes,14,3,2,80,1,13,5,4,7,3,2,2
32,Yes,Travel_Frequently,725,Research & Development,19,1,Medical,1,1511,2,Male,91,2,2,Healthcare Representative,2,Single,5670,26330,0,Y,No,20,3,2,80,2,2,5,3,2,1,0,1
27,No,Travel_Rarely,938,Research & Development,7,5,Medical,1,1512,2,Male,39,1,2,Human Resources,1,Divorced,4946,26795,0,Y,Yes,25,3,3,80,0,3,2,3,3,2,1,2
49,Yes,Travel_Rarely,636,Research & Development,17,3,Life Sciences,1,1513,4,Female,65,2,4,Manufacturing Director,1,Married,13811,21488,1,Y,Yes,16,3,1,80,2,10,5,3,7,6,1,5
32,Yes,Travel_Frequently,799,Sales,3,1,Marketing,1,1514,4,Female,49,3,3,Sales Representative,3,Single,8180,24481,0,Y,Yes,23,4,2,80,3,3,5,1,0,0,0,0
28,Yes,Travel_Rarely,826,Sales,11,3,Life Sciences,1,1515,3,Female,62,4,2,Manager,4,Single,6159,19186,0,Y,No,24,3,4,80,3,6,5,1,0,0,0,0
58,No,Travel_Rarely,365,Research & Development,29,1,Human Resources,1,1516,1,Male,32,3,5,Laboratory Technician,2,Married,18084,5204,1,Y,Yes,19,3,1,80,3,21,6,3,8,4,4,3
38,No,Travel_Frequently,1418,Research & Development,29,2,Technical Degree,1,1517,2,Female,79,4,2,Research Scientist,2,Divorced,5987,24355,2,Y,Yes,20,4,2,80,3,10,5,1,2,0,1,1
20,No,Travel_Rarely,1304,Sales,25,2,Life Sciences,1,1518,3,Female,83,3,1,Sales Executive,3,Married,3682,18940,1,Y,No,13,3,3,80,1,1,3,3,0,0,0,0
39,No,Travel_Rarely,241,Research & Development,2,3,Life Sciences,1,1519,4,Male,79,3,2,Research Scientist,4,Single,5913,23624,1,Y,No,23,4,2,80,0,8,2,2,8,5,3,5
37,No,Travel_Rarely,342,Sales,11,3,Life Sciences,1,1520,3,Female,79,2,4,Human Resources,3,Married,12697,10277,0,Y,Yes,14,4,1,80,2,9,6,1,5,3,2,4
55,No,Non-Travel,1002,Sales,12,5,Technical Degree,1,1521,3,Female,32,2,3,Research Scientist,3,Married,8321,16695,2,Y,No,15,3,3,80,2,15,3,3,13,8,6,8
48,Yes,Travel_Rarely,662,Research & Development,23,2,Medical,1,1522,2,Male,77,2,3,Manager,3,Single,7868,12416,2,Y,Yes,23,3,1,80,1,15,6,2,14,6,4,5
26,Yes,Travel_Rarely,1051,Research & Development,13,4,Life Sciences,1,1523,2,Female,53,4,1,Laboratory Technician,1,Divorced,2911,2388,2,Y,No,14,4,2,80,0,0,6,2,0,0,0,0
24,No,Travel_Rarely,169,Research & Development,5,5,Medical,1,1524,3,Male,73,3,1,Research Scientist,3,Single,2200,18166,1,Y,No,21,3,3,80,0,7,0,4,2,1,1,2
43,Yes,Travel_Rarely,1151,Research & Development,25,4,Life Sciences,1,1525,3,Male,75,1,3,Human Resources,4,Divorced,9992,9642,2,Y,No,16,3,3,80,2,11,0,3,3,2,0,1
20,Yes,Non-Travel,133,Research & Development,29,2,Medical,1,1526,1,Female,51,1,1,Sales Executive,1,Divorced,3224,5708,0,Y,Yes,16,3,4,80,0,4,3,4,4,4,2,3
31,Yes,Travel_Rarely,377,Research & Development,20,4,Medical,1,1527,2,Male,39,1,3,Manufacturing Director,1,Single,6558,7345,1,Y,Yes,24,4,4,80,2,10,0,2,4,2,1,1
23,No,Travel_Rarely,1121,Research & Development,7,2,Life Sciences,1,1528,4,Male,38,4,2,Laboratory Technician,2,Married,3904,19345,1,Y,No,11,3,1,80,3,5,4,2,4,3,1,2
18,No,Travel_Rarely,587,Sales,29,3,Marketing,1,1529,3,Male,61,1,1,Sales Executive,4,Married,4446,19850,0,Y,Yes,22,3,2,80,3,4,0,3,4,3,2,3
57,No,Travel_Rarely,392,Research & Development,22,4,Life Sciences,1,1530,3,Male,72,1,4,Sales Executive,1,Married,13784,9403,2,Y,No,13,3,1,80,1,12,5,1,8,3,3,6
21,No,Travel_Rarely,1335,Research & Development,19,2,Medical,1,1531,4,Male,30,2,2,Manager,3,Married,5032,10583,0,Y,Yes,23,3,4,80,0,1,2,4,1,0,0,0
18,No,Non-Travel,941,Research & Development,29,1,Medical,1,1532,2,Male,82,2,2,Sales Executive,1,Single,6854,22497,1,Y,No,21,3,1,80,2,5,4,2,4,1,1,1
58,No,Travel_Rarely,504,Research & Development,22,5,Other,1,1533,1,Male,47,4,4,Sales Representative,1,Single,13818,13903,3,Y,No,20,3,4,80,2,21,3,2,6,5,1,1
26,No,Travel_Rarely,1112,Research & Development,11,4,Medical,1,1534,3,Female,87,4,1,Healthcare Representative,1,Married,1566,11351,1,Y,Yes,20,3,1,80,3,12,4,3,8,2,1,2
53,No,Travel_Rarely,288,Research & Development,29,1,Technical Degree,1,1535,2,Male,79,1,5,Sales Executive,3,Single,17647,23392,2,Y,Yes,11,3,1,80,0,23,4,1,9,5,3,7
19,No,Travel_Rarely,789,Sales,6,2,Life Sciences,1,1536,4,Male,81,3,1,Research Scientist,3,Single,3753,3338,0,Y,No,16,3,4,80,0,3,2,2,3,1,1,1
24,No,Travel_Rarely,366,Research & Development,7,2,Technical Degree,1,1537,1,Male,44,4,1,Sales Executive,2,Married,5435,18994,1,Y,No,21,3,1,80,0,3,5,1,0,0,0,0
22,No,Travel_Rarely,1019,Research & Development,8,5,Life Sciences,1,1538,2,Female,76,4,2,Sales Representative,3,Single,6507,17006,0,Y,No,19,3,2,80,2,0,5,3,0,0,0,0
48,Yes,Travel_Rarely,482,Sales,13,5,Medical,1,1539,1,Female,78,2,3,Manufacturing Director,4,Divorced,8042,11995,2,Y,No,13,4,3,80,0,13,2,3,10,9,5,7
44,No,Travel_Frequently,438,Research & Development,15,4,Life Sciences,1,1540,2,Male,88,1,4,Sales Executive,4,Divorced,13728,20767,3,Y,No,22,3,3,80,3,12,0,1,5,2,2,2
38,No,Travel_Frequently,459,Sales,10,3,Other,1,1541,3,Male,70,4,3,Manufacturing Director,3,Divorced,8558,9061,0,Y,Yes,15,3,4,80,1,8,3,1,1,1,0,1
28,No,Travel_Rarely,1244,Sales,11,1,Other,1,1542,4,Male,84,2,1,Laboratory Technician,3,Single,1009,17453,3,Y,No,20,4,2,80,3,3,4,4,3,2,2,1
21,No,Non-Travel,1312,Human Resources,15,2,Medical,1,1543,4,Female,62,1,1,Healthcare Representative,1,Married,3028,8504,1,Y,No,20,3,3,80,1,4,5,2,3,1,1,1
42,No,Travel_Rarely,390,Research & Development,6,1,Medical,1,1544,1,Female,97,3,3,Sales Executive,3,Divorced,9201,21489,4,Y,Yes,14,3,4,80,0,18,1,4,14,10,3,11
27,No,Travel_Rarely,321,Research & Development,18,4,Medical,1,1545,4,Male,80,4,2,Sales Executive,3,Married,7628,12494,1,Y,No,11,3,1,80,0,9,3,3,8,5,2,2
43,No,Travel_Frequently,927,Sales,1,1,Life Sciences,1,1546,3,Female,30,4,3,Research Scientist,4,Married,9809,22120,0,Y,No,25,3,2,80,0,12,5,4,5,1,2,4
47,No,Travel_Rarely,999,Human Resources,12,4,Medical,1,1547,1,Male,86,4,3,Manager,3,Married,10816,16553,2,Y,No,22,4,2,80,3,18,3,2,14,10,3,8
54,No,Travel_Rarely,1269,Sales,8,5,Medical,1,1548,1,Female,40,3,3,Healthcare Representative,1,Married,10517,3146,1,Y,Yes,11,4,4,80,3,19,5,2,16,10,3,13
39,No,Travel_Frequently,1250,Research & Development,29,2,Medical,1,1549,4,Female,34,4,3,Research Scientist,3,Single,10174,17428,3,Y,No,13,3,3,80,2,11,4,3,0,0,0,0
18,Yes,Travel_Rarely,1210,Sales,10,4,Life Sciences,1,1550,3,Female,71,1,1,Sales Executive,3,Married,3031,2140,0,Y,Yes,19,3,3,80,0,1,1,3,1,1,0,0
30,No,Travel_Frequently,162,Sales,13,5,Technical Degree,1,1551,1,Male,65,2,2,Manager,4,Single,5914,20355,1,Y,No,24,3,1,80,1,6,1,3,0,0,0,0
54,No,Travel_Rarely,173,Research & Development,10,3,Life Sciences,1,1552,2,Male,58,1,4,Sales Executive,2,Divorced,11996,7680,3,Y,No,14,3,4,80,2,20,5,2,13,6,5,10
40,No,Travel_Frequently,362,Sales,5,3,Medical,1,1553,4,Male,59,1,3,Manufacturing Director,4,Married,8656,26558,4,Y,Yes,18,3,1,80,3,12,4,3,9,4,4,7
44,No,Travel_Rarely,614,Research & Development,5,2,Life Sciences,1,1554,1,Male,54,4,3,Laboratory Technician,2,Single,9179,7690,0,Y,No,21,3,2,80,0,11,5,2,8,3,1,3
37,Yes,Travel_Rarely,1133,Sales,4,3,Life Sciences,1,1555,3,Female,95,2,5,Research Scientist,2,Married,18660,13396,2,Y,No,24,3,3,80,0,7,2,4,5,3,2,3
24,Yes,Travel_Rarely,1293,Research & Development,12,5,Life Sciences,1,1556,4,Male,82,3,2,Laboratory Technician,4,Married,3650,16114,0,Y,Yes,19,3,4,80,3,5,0,3,2,1,0,1
56,No,Travel_Frequently,1106,Research & Development,9,4,Life Sciences,1,1557,1,Female,86,1,4,Sales Executive,1,Single,15899,5646,1,Y,No,17,3,2,80,1,20,1,2,10,3,1,4
51,No,Travel_Rarely,1290,Research & Development,2,2,Medical,1,1558,3,Female,68,1,4,Manufacturing Director,1,Divorced,14487,7799,1,Y,No,13,3,2,80,1,15,3,4,13,10,7,7
60,Yes,Travel_Frequently,622,Sales,29,3,Medical,1,1559,3,Male,83,1,3,Sales Executive,4,Married,10565,26307,4,Y,Yes,19,3,1,80,1,16,0,1,9,3,1,6
54,No,Travel_Rarely,991,Research & Development,19,4,Medical,1,1560,2,Female,67,2,5,Laboratory Technician,4,Married,19891,11180,0,Y,No,18,3,3,80,1,22,1,4,21,7,1,11
30,No,Travel_Rarely,291,Human Resources,14,1,Medical,1,1561,3,Male,94,3,3,Laboratory Technician,1,Divorced,10142,21307,0,Y,No,24,3,1,80,1,11,1,2,0,0,0,0
28,No,Travel_Rarely,253,Sales,2,4,Life Sciences,1,1562,3,Male,33,1,2,Sales Executive,4,Married,6896,13392,0,Y,Yes,18,3,3,80,3,0,0,1,0,0,0,0
28,No,Travel_Rarely,1255,Sales,16,2,Life Sciences,1,1563,2,Male,86,3,1,Healthcare Representative,3,Married,2185,7384,1,Y,No,22,4,1,80,2,11,2,4,4,3,2,3
57,No,Non-Travel,666,Research & Development,13,2,Medical,1,1564,2,Male,62,1,4,Manager,4,Single,13389,17057,3,Y,Yes,17,3,2,80,0,18,5,3,15,7,2,6
41,Yes,Travel_Rarely,1117,Sales,22,3,Medical,1,1565,3,Male,52,4,3,Human Resources,2,Single,7986,5548,2,Y,No,18,3,2,80,0,13,2,1,4,3,1,3
37,No,Travel_Rarely,1444,Research & Development,7,3,Medical,1,1566,1,Female,73,4,3,Sales Executive,3,Married,7340,26917,2,Y,Yes,11,3,3,80,2,14,2,2,9,8,4,7
59,No,Travel_Rarely,904,Research & Development,8,5,Life Sciences,1,1567,1,Female,95,3,5,Sales Executive,1,Married,19999,18919,4,Y,No,18,3,2,80,3,26,3,2,11,4,4,4
43,No,Travel_Rarely,250,Sales,15,2,Marketing,1,1568,3,Female,49,3,3,Research Scientist,3,Married,8551,19241,5,Y,No,14,3,1,80,3,16,4,3,8,2,1,5
57,No,Travel_Rarely,1020,Research & Development,8,2,Life Sciences,1,1569,2,Male,64,3,5,Human Resources,2,Married,19551,2739,2,Y,No,15,3,4,80,3,20,2,4,14,4,3,11
60,No,Travel_Frequently,1221,Research & Development,16,2,Medical,1,1570,4,Male,46,1,5,Laboratory Technician,2,Married,17403,8713,0,Y,No,25,3,4,80,2,16,0,2,12,10,4,8
21,No,Travel_Rarely,486,Research & Development,5,5,Life Sciences,1,1571,4,Female,88,4,2,Research Scientist,2,Divorced,6482,11722,0,Y,Yes,21,3,2,80,0,0,2,4,0,0,0,0
33,No,Travel_Rarely,685,Research & Development,11,5,Medical,1,1572,1,Male,69,4,1,Manager,2,Divorced,2509,10830,5,Y,No,13,3,2,80,0,11,0,4,5,3,2,3
49,No,Travel_Rarely,979,Sales,7,3,Life Sciences,1,1573,4,Male,50,3,3,Sales Executive,1,Married,10013,4926,6,Y,No,19,3,1,80,2,20,1,2,19,11,4,13
52,No,Travel_Rarely,1142,Research & Development,21,4,Medical,1,1574,4,Male,94,4,4,Manufacturing Director,4,Divorced,13178,3181,1,Y,No,17,3,1,80,3,14,4,4,9,8,4,5
24,No,Travel_Rarely,355,Research & Development,29,5,Life Sciences,1,1575,2,Male,46,2,2,Laboratory Technician,2,Divorced,7098,16927,0,Y,No,22,3,2,80,1,3,1,4,1,0,0,0
31,No,Travel_Rarely,177,Sales,29,5,Medical,1,1576,3,Male,38,4,3,Healthcare Representative,2,Single,9629,12542,0,Y,Yes,15,3,3,80,0,5,2,2,4,2,1,1
41,No,Travel_Rarely,992,Research & Development,2,4,Life Sciences,1,1577,2,Male,48,1,3,Manager,4,Married,7941,8057,1,Y,Yes,20,4,3,80,2,10,2,3,4,3,2,3
52,No,Travel_Frequently,116,Sales,17,3,Medical,1,1578,1,Male,51,3,4,Research Scientist,2,Single,15701,16766,2,Y,Yes,22,3,3,80,1,21,6,4,14,5,1,7
22,No,Non-Travel,733,Research & Development,7,5,Life Sciences,1,1579,1,Female,48,2,1,Healthcare Representative,3,Married,4379,26768,0,Y,No,21,3,1,80,2,4,1,3,0,0,0,0
